object_id,hip_id,ra,dec,vmag,bv,name,bayer,flamsteed,constellations
0,16998,54.6551817,-36.68218543,9.61,0.664,,,,
0,16999,54.66507333,-75.76265276,7.68,1.192,,,,
0,17000,54.66966794,22.65961162,6.71,-0.001,,,,
0,17001,54.67284893,-24.04730301,9.92,0.647,,,,
0,17002,54.67583808,-35.2042494,7.04,1.28,,,,
0,17003,54.67871321,2.72785129,7.84,0.148,,,,
0,17004,54.67896858,-21.31567184,9.66,1.138,,,,
0,17005,54.67950025,-0.5143257,8.27,1.087,,,,
0,17006,54.69825276,-25.60849596,8.15,1.316,,,,
0,17007,54.69863198,-27.94305425,6.01,-0.027,,tau For,,
0,17008,54.69928334,59.58408657,8.49,0.319,,,,
0,17009,54.70443932,20.39244601,9.34,0.479,,,,
0,17010,54.70556975,-20.21575099,7.74,1.36,,,,
0,17011,54.70607428,1.65448508,9.77,0.546,,,,
0,17012,54.70902513,-8.50699212,7.28,0.9,,,,
0,17013,54.71085496,2.84835318,9.68,0.727,,,,
0,17014,54.72091679,-48.68359758,9.04,1.164,,,,
0,17016,54.72607188,43.13661898,8.63,0.13,,,,
0,17015,54.72690375,42.3930026,8.98,0.81,,,,
0,17017,54.72729785,-1.5254848,7.34,0.337,,,,
0,17018,54.72955146,2.76349687,7.22,0.04,,,,
0,17019,54.73584548,38.71277258,8.35,0.07,,,,
0,17020,54.73694396,24.56981027,10.53,0.645,,,,
0,17021,54.73889189,4.76737326,9.88,0.363,,,,
0,17022,54.73827339,42.53827534,6.73,0.614,,,,
0,17023,54.74349802,-35.63600398,8.08,1.063,,,,
0,17024,54.74489131,0.79651774,8.66,0.706,,,,
0,17025,54.74959602,-24.08783694,9.08,1.075,,,,
0,17026,54.75025001,20.91576476,6.5,0.151,,,,
0,17027,54.75465745,-5.62620983,5.97,0.921,,,21 Eri,
0,17028,54.75625991,-40.63122621,8.3,1.154,,,,
0,17029,54.7568772,-45.77446981,9.65,0.859,,,,
0,17030,54.76209691,-33.96674461,9.38,0.06,,,,
0,17031,54.76799193,13.68296854,9.27,0.541,,,,
0,17032,54.76857061,9.6528432,9.07,0.7,,,,
0,17033,54.77697019,52.81915361,7.79,0.532,,,,
0,17034,54.77801464,24.70287098,7.11,0.039,,,,
0,17035,54.77811764,-6.49969048,9.45,0.407,,,,
0,17036,54.78017796,65.66005949,7.6,0.089,,,,
0,17037,54.78088341,25.1567857,9.07,0.224,,,,
0,17038,54.78404645,9.14368741,7.76,0.194,,,,
0,17039,54.79511703,27.95648604,8.81,0.254,,,,
0,17040,54.79526035,11.08996015,10.37,0.79,,,,
0,17042,54.80071288,41.28275826,7.84,0.272,,,,
0,17041,54.80099316,74.45963517,8.84,0.242,,,,
0,17043,54.80501147,21.84325167,7.27,0.068,,,,
0,17044,54.80613788,24.46652136,10.4,0.616,,,,
0,17045,54.81368228,-27.67903968,9.32,0.62,,,,
0,17046,54.81469975,-22.32246338,8.43,1.095,,,,
0,17047,54.8198405,-42.76255249,8.27,0.53,,,,
0,17049,54.82105504,13.89149478,6.67,0.92,,,,
0,17048,54.82116641,-22.32981028,11.02,,,,,
0,17050,54.82406893,48.08706628,8.78,0.382,,,,
0,17051,54.82680209,-4.30525482,9.83,0.565,,,,
0,17052,54.8455583,32.55677068,9.53,0.456,,,,
0,17053,54.84795408,-20.58898757,8.52,0.669,,,,
0,17054,54.84849674,-60.07784172,8.58,0.69,,,,
0,17055,54.85391595,61.32301215,8.31,1.171,,,,
0,17056,54.85450768,75.73962254,6.25,0.973,,,,
0,17057,54.85586079,-10.43727769,6.19,1.031,,,,
0,17058,54.85730108,16.53668515,6.18,1.0,,,,
0,17059,54.85891369,9.06516834,8.79,0.529,,,,
0,17060,54.85912243,41.68638646,8.64,0.465,,,,
0,17061,54.85993446,-15.7575548,8.42,1.134,,,,
0,17062,54.86630916,67.48762888,9.5,0.437,,,,
0,17063,54.86704407,-8.01203319,8.19,1.034,,,,
0,17065,54.86834983,12.81518739,9.67,0.565,,,,
0,17064,54.86823528,75.29489009,7.89,1.642,,,,
0,17066,54.86904506,6.73659739,9.3,0.823,,,,
0,17067,54.8709257,-39.12094058,9.31,0.453,,,,
0,17068,54.87363565,14.48243138,9.9,1.245,,,,
0,17069,54.87430967,-20.10991354,9.58,0.52,,,,
0,17070,54.87775919,3.79279686,9.86,0.527,,,,
0,17071,54.87815042,-18.99833397,7.78,0.888,,,,
0,17072,54.88272436,-2.86298621,10.23,0.335,,,,
0,17073,54.88572681,64.80501775,8.59,0.62,,,,
0,17074,54.88587111,-29.10227486,8.28,1.218,,,,
0,17075,54.8859716,59.44543372,6.9,1.4,,,,
0,17076,54.88999167,18.38491322,8.24,0.81,,,,
0,17077,54.89085346,35.80525659,9.76,0.654,,,,
0,17078,54.89155797,-27.36402036,9.16,1.041,,,,
0,17079,54.89263084,-85.19453687,8.96,1.259,,,,
0,17080,54.89857384,57.47316815,9.15,1.774,,,,
0,17081,54.90070938,-35.94007253,8.41,0.32,,,,
0,17082,54.90298003,-17.36508997,6.86,0.924,,,,
0,17083,54.90491051,59.37004639,8.22,0.556,,,,
0,17084,54.90689846,12.65472112,10.02,0.456,,,,
0,17085,54.90968395,-4.14842772,9.58,0.497,,,,
0,17087,54.90967219,-43.50992074,8.03,0.944,,,,
0,17086,54.90977395,-3.39300986,6.22,1.041,,,,
0,17088,54.91239257,-7.83911268,8.29,1.522,,,,
0,17089,54.9134963,-56.23458834,6.85,1.639,,,,
0,17090,54.91413693,27.75931377,8.92,0.256,,,,
0,17091,54.92156766,23.29087516,9.94,0.608,,,,
0,17092,54.92187831,-56.14814856,8.37,0.963,,,,
0,17093,54.92187756,-3.78496885,9.61,0.533,,,,
0,17094,54.92240578,37.79230496,9.76,0.44,,,,
0,17095,54.9243687,-71.09837878,9.0,0.367,,,,
0,17096,54.92956339,-52.91583803,7.12,0.583,Tupi,,,
0,17097,54.93514601,-1.59250018,7.47,1.15,,,,
0,17098,54.93824398,56.38303548,6.53,0.078,,,,
0,17099,54.93949344,-40.35221425,6.55,0.141,,,,
0,17100,54.94528963,-13.25896694,9.36,1.105,,,,
0,17101,54.94659141,-6.77716712,6.96,0.13,,,,
0,17102,54.95400369,33.473418,9.03,1.09,,,,
0,17103,54.96300949,3.05686329,5.55,0.931,,,12 Tau,
0,17104,54.9651514,49.9355208,9.09,0.657,,,,
0,17105,54.96690144,-30.08784679,11.76,0.557,,,,
0,17106,54.96794009,55.75828315,8.75,0.64,,,,
0,17107,54.97198822,-10.94682465,7.01,1.074,,,,
0,17108,54.97266739,-28.51149053,6.94,0.552,,,,
0,17109,54.97327345,47.38381503,10.91,0.515,,,,
0,17110,54.97760681,55.87889477,8.41,0.14,,,,
0,17111,54.97831705,-51.68694708,8.5,0.481,,,,
0,17112,54.98154163,45.39152708,9.37,0.493,,,,
0,17113,54.98201662,31.92588516,9.03,1.13,,,,
0,17114,54.98381747,-41.53138709,8.6,0.325,,,,
0,17115,54.9859533,-26.22234781,9.44,0.787,,,,
0,17116,54.98886266,-67.22933617,9.24,0.124,,,,
0,17117,54.98918273,-58.01875093,8.69,0.192,,,,
0,17118,54.99506622,63.87041268,6.81,0.478,,,,
0,17119,54.99516191,64.28541004,7.38,0.505,,,,
0,17120,54.99820443,-1.12122649,6.12,0.994,,,,
0,17121,55.00128478,16.36018998,8.37,0.136,,,,
0,17122,55.00577227,-55.54776829,7.84,0.253,,,,
0,17123,55.00664363,-22.169772,8.59,0.363,,,,
0,17124,55.01229792,-34.54975749,7.84,0.555,,,,
0,17125,55.01283929,27.7405139,9.61,0.541,,,,
0,17127,55.02101133,44.07145621,8.55,0.16,,,,
0,17126,55.02245712,63.87462761,8.21,0.818,,,,
0,17128,55.02996892,4.63034083,10.04,0.643,,,,
0,17129,55.0299504,34.11647554,6.82,0.543,,,,
0,17130,55.03483524,69.71359946,9.08,0.303,,,,
0,17131,55.03691881,48.95770947,8.14,0.165,,,,
0,17132,55.03901132,-1.89675935,7.28,1.105,,,,
0,17133,55.04150136,13.19873003,10.08,0.693,,,,
0,17134,55.04184913,26.96033806,8.33,1.046,,,,
0,17135,55.04498595,-9.03912989,6.92,0.455,,,,
0,17136,55.04765582,-15.22653415,6.35,0.881,,,,
0,17137,55.05013318,68.26921368,8.97,1.635,,,,
0,17138,55.05197417,-19.59282643,6.91,1.125,,,,
0,17139,55.05449237,58.30070615,9.12,0.453,,,,
0,17140,55.05799552,26.88743931,8.23,0.269,,,,
0,17141,55.06349847,8.08138415,8.72,1.386,,,,
0,17142,55.06532492,7.5852764,7.45,0.309,,,,
0,17143,55.07245236,-8.08734931,8.24,1.069,,,,
0,17144,55.07645702,-24.51775151,8.72,0.519,,,,
0,17145,55.08152547,-43.24081809,7.35,1.681,,,,
0,17146,55.08321202,61.84400839,9.19,0.48,,,,
0,17148,55.08984616,21.40573985,7.16,0.311,,,,
0,17147,55.09193549,-3.2169815,6.68,0.554,,,,
0,17149,55.09066617,11.73167079,9.48,0.771,,,,
0,17150,55.09264418,-30.50831803,9.25,1.414,,,,
0,17151,55.10114972,29.95613214,8.97,0.649,,,,
0,17152,55.10677145,-56.55495849,8.23,1.049,,,,
0,17153,55.10848279,-65.28489891,8.61,0.45,,,,
0,17154,55.11672656,64.94950367,8.7,1.313,,,,
0,17155,55.11684266,5.12587164,6.61,1.306,,,,
0,17156,55.12149028,28.63754844,7.99,1.759,,,,
0,17157,55.12244668,-47.92514835,9.59,1.267,,,,
0,17158,55.12281032,5.12994925,9.73,0.58,,,,
0,17159,55.12473976,63.69003972,9.58,0.278,,,,
0,17160,55.12569419,-45.39681427,10.55,1.142,,,,
0,17161,55.13364467,-19.42036979,8.99,0.419,,,,
0,17162,55.13820574,52.3341177,9.52,0.382,,,,
0,17164,55.14006489,-52.69789447,8.24,0.436,,,,
0,17163,55.14055171,-11.27692551,8.24,0.488,,,,
0,17165,55.1427944,-2.22040881,9.58,1.025,,,,
0,17166,55.14625464,48.90270312,9.17,0.207,,,,
0,17167,55.15972166,-5.21070611,5.53,-0.145,,,22 Eri,
0,17168,55.16153866,28.77333057,6.86,0.154,,,,
0,17169,55.16679985,80.47562888,8.65,0.965,,,,
0,17170,55.1675468,-19.47294263,6.82,1.125,,,,
0,17171,55.16779549,-53.73823475,7.92,0.627,,,,
0,17172,55.16786796,29.45465116,9.31,0.242,,,,
0,17173,55.16923787,46.02337483,7.4,0.912,,,,
0,17174,55.17082624,18.10059453,9.19,0.737,,,,
0,17175,55.17264118,-31.24152826,8.63,0.538,,,,
0,17176,55.18200994,66.66193774,9.62,1.427,,,,
0,17177,55.18629085,33.63461207,8.68,1.481,,,,
0,17178,55.19075875,71.63318138,8.76,0.43,,,,
0,17179,55.19095654,60.1181972,9.14,1.093,,,,
0,17180,55.19252261,-4.14614058,8.42,0.292,,,,
0,17181,55.19295658,25.32949248,6.11,0.097,,,11 Tau,
0,17182,55.19594329,-14.72584194,8.65,1.043,,,,
0,17183,55.19763534,-2.33268396,6.96,0.954,,,,
0,17184,55.20342169,-81.78913236,8.65,0.692,,,,
0,17185,55.20532659,6.10456548,12.27,0.683,,,,
0,17186,55.20529137,-27.96975946,7.14,1.098,,,,
0,17187,55.20635681,31.82629024,8.78,0.845,,,,
0,17188,55.20688059,39.12242619,9.84,0.577,,,,
0,17189,55.2075947,41.84171285,8.15,0.423,,,,
0,17190,55.20905952,39.1171449,7.85,0.2,,,,
0,17191,55.21522487,-12.6157788,7.59,0.403,,,,
0,17192,55.22788356,2.05997212,9.97,0.58,,,,
0,17193,55.23113454,43.70199162,7.93,0.399,,,,
0,17194,55.23274161,-31.87065231,8.18,0.386,,,,
0,17195,55.22508501,89.10488254,8.1,0.413,,,,
0,17196,55.23375309,41.18879163,7.17,0.405,,,,
0,17197,55.23532543,49.50616296,9.77,0.162,,,,
0,17198,55.23631513,-32.1031361,9.2,1.009,,,,
0,17199,55.24589917,44.92516031,8.19,0.191,,,,
0,17200,55.26197598,54.00112187,9.34,0.502,,,,
0,17202,55.27721698,-63.88705017,8.87,1.105,,,,
0,17203,55.28274194,37.58019786,5.55,-0.062,,,,
0,17204,55.28921338,-40.76840846,7.43,0.19,,,,
0,17205,55.2902081,-5.28786516,8.29,0.501,,,,
0,17206,55.29107966,4.18580524,8.45,1.069,,,,
0,17207,55.29384321,3.6113781,9.61,1.36,,,,
0,17208,55.29554218,-44.59011468,9.06,1.15,,,,
0,17209,55.29639264,-73.92932714,8.4,0.305,,,,
0,17210,55.29758158,-34.90614539,8.58,1.058,,,,
0,17211,55.29974883,58.84493063,6.84,0.325,,,,
0,17212,55.30304783,-19.39141095,8.96,1.105,,,,
0,17213,55.30714815,75.39903371,9.46,1.1,,,,
0,17214,55.30749468,-11.80241767,6.49,0.377,,,,
0,17215,55.31037566,10.65728426,10.23,0.559,,,,
0,17216,55.31211434,-48.87342428,9.23,0.452,,,,
0,17217,55.3163616,45.89584016,7.93,0.665,,,,
0,17218,55.31855242,-5.6809721,8.86,0.39,,,,
0,17219,55.32313021,-35.43764663,9.12,0.467,,,,
0,17220,55.32663272,28.7027555,6.88,-0.004,,,,
0,17221,55.33441239,-27.9223987,9.69,0.596,,,,
0,17222,55.34251263,-9.19342626,8.61,1.032,,,,
0,17223,55.34329096,-19.58439016,6.58,0.092,,,,
0,17224,55.34394011,36.3793134,7.69,1.161,,,,
0,17225,55.34569989,23.48693834,9.17,0.437,,,,
0,17226,55.34640299,34.98051746,7.81,1.041,,,,
0,17227,55.34699968,-41.75303827,7.65,0.212,,,,
0,17228,55.34739054,46.50210582,10.11,0.554,,,,
0,17229,55.34944012,46.16796429,8.56,1.199,,,,
0,17230,55.35512725,-0.22043355,8.06,0.106,,,,
0,17231,55.3568892,50.82156933,8.2,0.634,,,,
0,17232,55.35758035,14.88862449,9.66,0.489,,,,
0,17233,55.35942202,-16.31805739,9.16,0.739,,,,
0,17234,55.35977988,19.38858334,8.09,0.148,,,,
0,17235,55.36781945,12.60791885,8.1,0.526,,,,
0,17237,55.36957715,50.12039621,10.64,0.801,,,,
0,17236,55.36955475,79.53528393,8.27,1.576,,,,
0,17238,55.37353691,13.52337151,9.21,0.635,,,,
0,17239,55.37426101,-66.47718998,7.78,0.295,,,,
0,17240,55.38383682,10.08177281,7.25,1.228,,,,
0,17241,55.39126162,-58.98729796,10.25,0.438,,,,
0,17242,55.39209315,-78.29867942,8.89,1.071,,,,
0,17243,55.39310009,-14.29928785,7.29,1.063,,,,
0,17244,55.39660349,9.33037467,10.84,0.575,,,,
0,17245,55.40068519,25.61931992,10.1,0.589,,,,
0,17246,55.40241539,-55.6748591,8.9,0.904,,,,
0,17247,55.40448694,-20.36766247,9.06,1.322,,,,
0,17248,55.40531663,55.21855761,11.34,1.427,,,,
0,17249,55.4076801,-68.16947709,9.32,0.574,,,,
0,17250,55.40862809,-0.16358446,8.67,0.22,,,,
0,17251,55.4092644,39.69969508,8.9,0.1,,,,
0,17252,55.41577213,-33.39222064,8.88,1.14,,,,
0,17253,55.42269191,-2.84749852,8.07,0.657,,,,
0,17254,55.43064056,37.58715431,7.78,0.053,,,,
0,17255,55.43503884,-51.42569108,9.03,1.089,,,,
0,17256,55.43979427,-47.77573328,6.96,0.184,,,,
0,17257,55.45071477,62.6484394,6.99,,,,,
0,17258,55.45434196,-28.78777206,9.34,0.574,,,,
0,17259,55.4544356,7.31799652,8.18,0.761,,,,
0,17260,55.45586783,-48.23917657,7.54,0.469,,,,
0,17261,55.45761291,53.29368755,9.34,0.485,,,,
0,17263,55.45885834,-17.05160979,9.4,0.626,,,,
0,17262,55.4589897,-43.76769833,8.16,1.042,,,,
0,17264,55.45998777,-62.76707569,9.73,1.013,,,,
0,17265,55.46655651,-10.69785345,8.25,0.751,,,,
0,17266,55.47229917,-5.9393986,10.02,0.774,,,,
0,17267,55.47312899,-43.2729578,8.63,0.248,,,,
0,17268,55.47631548,-14.36319211,7.05,0.11,,,,
0,17269,55.47775411,-57.99903241,8.43,0.788,,,,
0,17271,55.47915057,43.51437352,7.6,1.149,,,,
0,17270,55.47994079,-78.7698645,8.89,0.698,,,,
0,17272,55.47989247,0.54268313,10.97,,,,,
0,17273,55.4868708,66.11750353,7.84,0.16,,,,
0,17274,55.49019715,-6.41860818,8.95,1.5,,,,
0,17275,55.49492514,-15.13289719,11.08,1.17,,,,
0,17276,55.49666056,-24.65223043,6.77,0.506,,,,
0,17277,55.49791281,3.39348088,11.31,1.175,,,,
0,17278,55.50173364,46.68824155,11.86,0.461,,,,
0,17279,55.50204884,38.82415101,8.31,1.079,,,,
0,17280,55.50228989,-23.64459763,8.61,-0.067,,,,
0,17281,55.50686291,14.92217163,9.47,0.615,,,,
0,17283,55.5077362,-59.99604359,7.99,1.173,,,,
0,17282,55.50785285,18.20570949,10.17,0.789,,,,
0,17284,55.50815137,-21.23725057,8.32,0.984,,,,
0,17285,55.51024425,54.92076851,9.25,0.36,,,,
0,17286,55.51223461,58.74854183,8.75,0.107,,,,
0,17287,55.5144174,-84.08348503,7.67,0.406,,,,
0,17288,55.5172316,-17.14591535,7.7,0.498,,,,
0,17289,55.51967844,22.85856406,9.17,0.463,,,,
0,17290,55.5232004,-23.24707939,8.72,0.146,,,,
0,17291,55.52690966,16.95602833,8.91,,,,,
0,17292,55.52769644,-30.25819189,8.6,0.412,,,,
0,17293,55.53442526,62.28538691,9.2,0.229,,,,
0,17294,55.53570248,-49.42676579,8.29,0.432,,,,
0,17295,55.53814869,-34.42109844,8.94,1.18,,,,
0,17296,55.53885419,63.21680592,5.06,1.651,,,,
0,17297,55.53983856,-40.04941819,8.92,1.408,,,,
0,17298,55.5410644,-45.95788848,6.5,0.522,,,,
0,17299,55.54181619,28.30694492,8.06,1.022,,,,
0,17300,55.55150941,14.79290497,8.23,1.73,,,,
0,17301,55.55281498,10.73979307,10.74,0.584,,,,
0,17302,55.55630028,-49.15154924,7.63,0.958,,,,
0,17303,55.5573519,-15.96327437,7.88,1.2,,,,
0,17304,55.56209453,-31.93836128,4.99,-0.159,,del For,,
0,17305,55.56632991,22.78645648,7.4,0.428,,,,
0,17306,55.57314696,31.16791139,9.73,0.6,,,,
0,17307,55.57360292,45.43730688,8.3,0.192,,,,
0,17308,55.57598777,37.26736255,9.24,0.66,,,,
0,17309,55.57895166,19.70025375,5.68,-0.016,,,13 Tau,
0,17310,55.58279121,-32.10918947,8.81,0.596,,,,
0,17311,55.58592758,-44.56883942,9.47,1.018,,,,
0,17312,55.58596694,7.55216758,7.71,1.117,,,,
0,17313,55.59436099,33.96502633,4.97,-0.048,,o Per,40 Per,
0,17314,55.59501111,-50.79578501,7.35,0.929,,,,
0,17315,55.5961217,-55.45630648,8.94,0.452,,,,
0,17316,55.5999867,21.47349106,9.85,0.55,,,,
0,17317,55.60010108,22.42113849,10.4,0.7,,,,
0,17318,55.60724142,15.81532819,9.32,0.283,,,,
0,17319,55.61073915,-80.02016409,8.24,0.71,,,,
0,17320,55.61516402,32.93923426,6.77,0.486,,,,
0,17321,55.61970809,-80.02547128,10.21,0.493,,,,
0,17322,55.62105805,-67.28073366,8.37,1.645,,,,
0,17323,55.62255835,35.63914242,9.55,0.198,,,,
0,17324,55.62400745,26.57218026,8.13,1.341,,,,
0,17325,55.62445173,20.14998978,8.42,0.329,,,,
0,17326,55.63035427,35.53274414,9.11,0.74,,,,
0,17327,55.63460795,-73.32607274,9.09,0.648,,,,
0,17328,55.63682543,-85.26196373,6.4,-0.005,,,,
0,17329,55.64356394,-64.19530819,7.36,1.397,,,,
0,17330,55.64373951,4.13964698,9.68,0.458,,,,
0,17332,55.64611969,6.98669335,10.9,0.9,,,,
0,17331,55.64571633,2.80070473,10.6,0.589,,,,
0,17333,55.64970894,77.17039403,7.88,0.118,,,,
0,17334,55.65265428,52.2988385,7.72,1.165,,,,
0,17335,55.65369753,5.69812374,9.18,1.713,,,,
0,17336,55.65368356,17.29349545,7.07,0.659,,,,
0,17337,55.65522663,8.6346039,7.05,0.273,,,,
0,17338,55.66584986,-20.54545415,9.16,0.783,,,,
0,17339,55.66854154,-18.81596528,8.85,1.525,,,,
0,17340,55.67148591,21.28165731,7.91,0.624,,,,
0,17341,55.67372652,51.17317188,7.95,0.578,,,,
0,17342,55.67806192,59.96939134,5.74,1.736,,,,
0,17343,55.67914515,-51.28660595,8.51,0.533,,,,
0,17344,55.6815579,-4.60552491,7.71,0.006,,,,
0,17345,55.68567392,-18.71379907,7.56,0.221,,,,
0,17346,55.68615071,-24.46632486,9.2,1.128,,,,
0,17347,55.68831181,69.84565096,6.98,0.2,,,,
0,17348,55.69130411,7.90295184,7.74,-0.2,,,,
0,17349,55.69404346,-2.36073103,9.38,0.42,,,,
0,17350,55.70475352,-22.91040099,8.15,1.348,,,,
0,17351,55.70856433,-37.31351844,4.59,1.191,,h Eri,,
0,17352,55.70956484,-50.08390797,8.7,0.387,,,,
0,17353,55.71526132,4.12241545,8.44,0.402,,,,
0,17354,55.71708152,11.96040617,8.48,0.442,,,,
0,17355,55.7205095,-16.07588008,9.11,0.471,,,,
0,17356,55.72831233,56.40515727,8.14,0.896,,,,
0,17357,55.73029803,49.18253732,8.62,0.097,,,,
0,17358,55.73126161,47.78755139,3.01,-0.125,,del Per,39 Per,
0,17359,55.7317719,50.1860996,9.06,0.436,,,,
0,17360,55.73853324,-8.85590954,9.24,0.492,,,,
0,17361,55.75116716,57.56556979,8.34,0.26,,,,
0,17362,55.75597898,33.32460008,9.31,0.455,,,,
0,17363,55.76852984,-54.47208862,8.56,1.114,,,,
0,17364,55.76983867,-50.64307754,6.97,0.511,,,,
0,17365,55.77582269,-12.89433585,10.87,1.339,,,,
0,17366,55.77828704,-63.44847791,8.74,0.937,,,,
0,17367,55.77902732,-25.97582318,8.46,0.971,,,,
0,17368,55.77971669,-37.04381053,7.67,0.315,,,,
0,17369,55.78034257,40.99378854,7.97,0.379,,,,
0,17370,55.78809333,-61.50866338,7.45,0.247,,,,
0,17371,55.78901136,34.82009908,10.62,0.25,,,,
0,17372,55.79017424,-32.52929182,7.77,1.11,,,,
0,17373,55.79179332,-31.01927503,7.07,1.431,,,,
0,17374,55.80082438,73.39983324,8.61,0.458,,,,
0,17375,55.80110275,1.52053005,10.11,0.508,,,,
0,17376,55.80162892,-52.24753167,7.96,0.954,,,,
0,17377,55.81116526,-0.077914,9.25,0.894,,,,
0,17378,55.81209088,-9.76339465,3.52,0.915,Rana,del Eri,23 Eri,
0,17379,55.82543283,12.79394278,9.11,1.541,,,,
0,17380,55.827761,8.50824376,9.66,0.503,,,,
0,17381,55.8407678,-11.71222303,8.81,1.552,,,,
0,17382,55.84169163,-54.29326671,9.45,0.544,,,,
0,17383,55.84328119,-2.06962945,7.14,1.086,,,,
0,17384,55.84815789,49.59856492,9.8,0.955,,,,
0,17385,55.84896778,0.94599534,9.82,0.615,,,,
0,17386,55.84946857,51.34463052,8.94,1.87,,,,
0,17387,55.85004526,34.11625521,7.51,0.103,,,,
0,17388,55.85270422,-74.00861216,7.53,0.241,,,,
0,17389,55.85288009,0.4451297,8.48,0.643,,,,
0,17390,55.86152226,-39.62303893,9.52,1.561,,,,
0,17391,55.8661793,-33.50226988,8.37,0.424,,,,
0,17392,55.8755016,83.36020887,8.1,0.166,,,,
0,17393,55.87723518,-59.01436093,9.52,0.589,,,,
0,17394,55.87722666,-61.62618497,7.48,1.052,,,,
0,17395,55.89097385,-10.48566061,5.59,0.216,,,,
0,17396,55.90147255,-2.07783936,7.29,1.553,,,,
0,17397,55.90857587,-47.16895032,9.69,0.458,,,,
0,17398,55.91343283,-61.26980687,10.61,1.23,,,,
0,17399,55.91852043,-4.84802396,9.23,0.506,,,,
0,17400,55.92172575,-36.88930143,9.43,0.748,,,,
0,17401,55.92306165,23.64915038,7.93,0.347,,,,
0,17402,55.92747334,-72.60911448,8.51,1.237,,,,
0,17403,55.92998721,25.08070923,7.52,0.141,,,,
0,17404,55.93684725,-29.53202632,10.34,0.448,,,,
0,17405,55.93853754,16.66726075,10.83,1.47,,,,
0,17406,55.94015557,-9.60300781,7.2,1.097,,,,
0,17407,55.94174765,26.38112407,7.35,1.16,,,,
0,17408,55.94672166,19.66503222,6.13,0.994,,,14 Tau,
0,17409,55.94873019,42.60335899,7.48,0.583,,,,
0,17410,55.94768881,53.5276177,9.28,0.618,,,,
0,17411,55.94931917,-41.37031411,9.66,0.56,,,,
0,17412,55.96764264,37.97821481,8.23,0.506,,,,
0,17413,55.96824265,16.02205868,8.58,0.441,,,,
0,17414,55.96901009,16.67202019,9.99,1.42,,,,
0,17415,55.97411087,-31.44063055,8.32,0.362,,,,
0,17416,55.97788217,-4.2795178,9.04,0.0,,,,
0,17417,55.97832276,-7.88252647,7.64,0.963,,,,
0,17418,55.97957443,60.41037511,10.43,0.65,,,,
0,17419,55.97919185,-52.04680975,9.45,0.864,,,,
0,17420,55.98059529,-19.11089951,7.1,0.927,,,,
0,17421,55.98633643,18.89613506,9.9,0.606,,,,
0,17422,55.99123364,-28.62864247,7.25,0.347,,,,
0,17423,55.99149677,29.68299702,8.05,0.147,,,,
0,17424,55.99551117,38.37376322,7.66,1.641,,,,
0,17425,55.99783314,34.18876142,10.18,0.21,,,,
0,17426,56.00032894,14.62043781,8.61,0.57,,,,
0,17427,56.00222497,52.468775,9.37,0.422,,,,
0,17428,56.00719835,38.37488605,8.26,0.355,,,,
0,17429,56.01137287,-34.05802518,9.54,1.282,,,,
0,17430,56.01271672,36.87702584,8.89,0.14,,,,
0,17431,56.01284781,64.6141137,8.96,0.546,,,,
0,17432,56.01338687,-0.79201635,10.71,0.401,,,,
0,17433,56.01571567,-56.62188849,8.81,1.249,,,,
0,17434,56.02404314,44.88469859,7.52,1.85,,,,
0,17435,56.02462642,5.05556247,9.34,0.384,,,,
0,17436,56.02658085,-40.66028913,6.45,1.059,,,,
0,17437,56.02678096,48.52365584,6.06,1.552,,,,
0,17438,56.02847521,-1.97179804,8.34,1.438,,,,
0,17439,56.03822089,-38.28177247,6.99,0.87,,,,
0,17440,56.0499063,-64.80690264,3.84,1.133,,bet Ret,,
0,17441,56.0543096,-41.27968254,8.96,0.405,,,,
0,17442,56.0552769,-43.23621028,8.12,1.519,,,,
0,17443,56.05695619,43.14894404,9.08,0.395,,,,
0,17444,56.0576456,9.69682326,9.38,1.0,,,,
0,17445,56.06853245,-54.47782376,7.32,0.872,,,,
0,17446,56.07689845,-66.69665557,8.25,0.525,,,,
0,17447,56.07765601,-41.89768774,7.48,1.733,,,,
0,17448,56.07971679,32.28824817,3.84,0.022,Atik,omi Per,38 Per,
0,17449,56.08998309,-21.1064331,8.18,1.691,,,,
0,17450,56.10794792,44.35719681,8.63,0.167,,,,
0,17451,56.1118182,-0.68723702,10.49,0.62,,,,
0,17452,56.11658386,-44.77251851,9.24,0.51,,,,
0,17453,56.11751463,20.92873656,6.09,0.028,,,,
0,17454,56.11831142,-37.62670696,9.37,1.047,,,,
0,17455,56.12240907,-12.05862625,8.3,0.372,,,,
0,17456,56.12553169,47.5641087,8.46,0.122,,,,
0,17457,56.12712547,-1.16309122,5.24,-0.088,,,24 Eri,
0,17458,56.12894504,34.97312912,10.63,1.38,,,,
0,17459,56.1287296,-3.49787044,8.8,1.152,,,,
0,17460,56.13096594,36.46010312,5.6,0.062,,,,
0,17461,56.13433522,-20.47545214,10.06,0.696,,,,
0,17462,56.1363546,-8.58679996,8.26,0.02,,,,
0,17463,56.13765351,-25.16722839,9.07,1.147,,,,
0,17464,56.14120886,-54.27402693,6.29,1.035,,,,
0,17465,56.1424436,32.16280889,8.51,0.691,,,,
0,17466,56.14314091,17.74734383,9.23,0.396,,,,
0,17467,56.14628424,35.8557295,8.37,0.16,,,,
0,17468,56.14731465,32.16793838,9.67,0.88,,,,
